English Name,English District,Best Arabic Match,Match Score,Cand1,Cand1_Lat,Cand1_Score,Cand2,Cand2_Lat,Cand2_Score,Cand3,Cand3_Lat,Cand3_Score
Chouberkié  Tabet,Zahleh,تل الاخضر,50.0,تل الاخضر,شبارق طبت,50.0,قب الياس التحتا,شبارق تبت,50.0,شهابية الفاعور,شبارق تابت,45.45454545454545
Conflict,Zahleh,حي الفيكاني,46.15384615384615,حي الفيكاني,كنفليكت,46.15384615384615,كابوسية,كونفليكت,40.0,الفرزل الفوقا,كونفلقت,37.5
Haouche-al-Omara (Terres),Zahleh,حي السلم,34.48275862068965,حي السلم,حوشي al امرة (Terres),34.48275862068965,زحلة مار مخايل,حوشي al أمارة (Terres),33.33333333333333,زحلة وادي العرايش,حوشي al امرة (Terres),31.578947368421055
Haouche Kaissar,Zahleh,حي الفيكاني,50.0,حي الفيكاني,حوشي كايسر,50.0,قب الياس التحتا,حوش قيثار,50.0,قب الياس الفوقا,حوش قيثار,50.0
Haouche Sayadi,Zahleh,زحلة حي السيدة,62.5,زحلة حي السيدة,حوش سيد,62.5,حي الفيكاني,هوشي صيادي,47.61904761904762,حاجي حببلي,حوشي صيد,44.44444444444444
Hochemoche,Zahleh,تل الاخضر,40.0,تل الاخضر,,40.0,خضر بك,,40.0,زحلة المعلقه,حشمشه,40.0
Kab Elias,Zahleh,قب الياس الفوقا,70.58823529411765,قب الياس الفوقا,قاب اليس,70.58823529411765,قب الياس التحتا,قب اليس,63.63636363636363,كابوسية,كاب اليس,61.53846153846154
Ksara,Zahleh,الكرمة,75.0,الكرمة,كثرة,75.0,كابوسية,كسرة,54.54545454545455,خضر بك,كسر,44.44444444444444
Maallaka (Terres),Zahleh,زحلة المعلقه,41.666666666666664,زحلة المعلقه,معلقة (Terres),41.666666666666664,الكرمة,مالكة (Terres),40.0,زحلة المعلقه الشمالي,معلقة (Terres),35.294117647058826
Maazraat-el-Ramtanieh,Zahleh,زحلة الراسيه التحتا,43.75,زحلة الراسيه التحتا,مازرعت el رامتنيه,43.75,زحلة الراسيه الفوقا,مازرات el رامتنيه,43.75,زحلة المعلقه الشمالي,مازرعت el رمتانيه,42.42424242424242
Mandara,Zahleh,الكرمة,44.44444444444444,الكرمة,مندرة,44.44444444444444,زحلة مار مخايل,ماندرا,40.0,جلالا,ماندرا,36.36363636363637
Mejdel-Anjar,Zahleh,تل الاخضر,60.0,تل الاخضر,مجدل النجار,60.0,زحلة مار مخايل,مجدال النجار,53.84615384615385,جلالا,مجدال النجار,53.333333333333336
Nasriyat Rizk,Zahleh,حي الفيكاني,50.0,حي الفيكاني,نثرية ريزك,50.0,كابوسية,ناصرية رذك,47.05882352941177,الكرمة,نثرية رذك,46.15384615384615
Tal-al-Amara,Zahleh,تل الاخضر,58.8235294117647,تل الاخضر,تل al امرة,58.8235294117647,زحلة مار مخايل,طال al أمارة,53.84615384615385,زحلة وادي العرايش,تل al عمر,42.10526315789474
Tal-el-Akhdar,Zahleh,تل الاخضر,70.58823529411765,تل الاخضر,تل el أخضر,70.58823529411765,خضر بك,تل el أخضر,50.0,زحلة مار مخايل,طال el أخدار,46.15384615384615
Tchiflik Eddé,Zahleh,تل الاخضر,50.0,تل الاخضر,تشفلك اده,50.0,حي الفيكاني,طشفليك عدي,50.0,زحلة حي السيدة,تشفلك ايدي,50.0
Tchiflik Kikano,Zahleh,حي الفيكاني,58.8235294117647,حي الفيكاني,تشفلك كيكان,58.8235294117647,قب الياس الفوقا,طشفلق قيقانو,52.17391304347826,الفرزل الفوقا,تشفلك قيقانو,47.61904761904762
Wadi-el-Arayeche,Zahleh,زحلة وادي العرايش,64.51612903225806,زحلة وادي العرايش,وادي el عرايشي,64.51612903225806,زحلة مار مخايل,وادي el اريش,46.15384615384615,شهابية الفاعور,وادي el عريشه,44.44444444444444
Zahlé (Terres),Zahleh,زحلة حي السيدة,36.36363636363637,زحلة حي السيدة,زحلي (Terres),36.36363636363637,حاجي حببلي,زحلي (Terres),34.78260869565217,زحلة المعلقه,زحله (Terres),34.78260869565217
Zahlé Al-Rassié,Zahleh,زحلة الراسيه التحتا,69.23076923076923,زحلة الراسيه التحتا,زحل Al راسه,69.23076923076923,زحلة الراسيه الفوقا,زحل Al راسه,61.53846153846154,زحلة حي السيدة,زحل Al راسي,56.0
Zahlé Maallaka Kerek,Zahleh,زحلة مار مخايل,74.07407407407408,زحلة مار مخايل,زحل مالك كارك,74.07407407407408,زحلة المعلقه,زحل معلقة كرك,69.56521739130434,زحلة المعلقه الشمالي,زحل معلقة كيرك,66.66666666666666
Zahlé Mar Gérios,Zahleh,زحلة الميدان الغربي,74.07407407407408,زحلة الميدان الغربي,زحل مار غريس,74.07407407407408,زحلة مار مخايل,زحل مار غريس,69.23076923076923,زحلة الراسيه الفوقا,زحل مار جريس,59.25925925925926
Zebdol,Zahleh,خضر بك,40.0,خضر بك,ظبضل,40.0,تل الاخضر,ظبضل,36.36363636363637,كابوسية,ظبدول,33.33333333333333
Aïn-Rommané,Aley,عين الفريديس,63.1578947368421,عين الفريديس,عين رماني,63.1578947368421,عاليه وسطاني,أين روماني,54.54545454545455,البساتين,عاين رمان,47.05882352941177
Baïssour,Aley,البساتين,44.44444444444444,البساتين,بسر,44.44444444444444,جسر القاضي,بيسر,42.857142857142854,الرجمة,بسر,28.57142857142857
Bhamdoun (Gare),Aley,محطة بحمدون,70.58823529411765,محطة بحمدون,بحمدون (Gare),70.58823529411765,جسر القاضي,بحامضٌ (Gare),28.57142857142857,عاليه وسطاني,بحمدون (Gare),24.0
Btallaoun,Aley,البساتين,54.54545454545455,البساتين,بتلون,54.54545454545455,عاليه وسطاني,بطالون,44.44444444444444,التعزانية,بطالون,40.0
Bteezanieh,Aley,البساتين,61.53846153846154,البساتين,بتيذنيه,61.53846153846154,التعزانية,بتيزنيه,57.142857142857146,عين الفريديس,بتيذنيه,35.294117647058826
El-Fsaïkine,Aley,عاليه وسطاني,47.61904761904762,عاليه وسطاني,El فساقني,47.61904761904762,البساتين,El فسكين,42.857142857142854,عين الفريديس,El فسكين,40.0
El-Kahalé,Aley,الكحالة,54.54545454545455,الكحالة,El كحل,54.54545454545455,عاليه قبلي,El كاهل,35.294117647058826,عاليه غربي,El كاهله,33.33333333333333
El-Kamatiyeh,Aley,القماطية,42.857142857142854,القماطية,El كمطيه,42.857142857142854,عين الفريديس,El كمتييه,31.578947368421055,محطة بحمدون,El كمطيه,31.578947368421055
El-Rejmeh,Aley,الرجمة,54.54545454545455,الرجمة,El رجمه,54.54545454545455,عاليه غربي,El رجميه,33.33333333333333,عين الفريديس,El رجميه,33.33333333333333
Homs et Hama,Aley,عاليه وسطاني,50.0,عاليه وسطاني,هومس اية هما,50.0,محطة بحمدون,حمص ات هامة,45.45454545454545,الكحالة,حمص ات هامة,44.44444444444444
litige,Aley,البساتين,50.0,البساتين,لتجي,50.0,التعزانية,لتجي,46.15384615384615,الرجمة,لتج,44.44444444444444
Mchakhté,Aley,القماطية,50.0,القماطية,مشاكهة,50.0,الكحالة,مشاكهة,46.15384615384615,الرجمة,مشاكهة,40.0
Bsaba Wadi Dlab,Baabda,برج البراجنة حي السياد,50.0,برج البراجنة حي السياد,بسابا ودي ضلاب,50.0,الغبيري حي الجامع,بسابا ودي دلب,46.666666666666664,الفياضية,بسابا وضي ضلاب,45.45454545454545
El-Chmeice,Baabda,الحدث شمالي,50.0,الحدث شمالي,El شميس,50.0,المريجه,El شميكه,46.15384615384615,الشياح حي الكنيسة,El شميكي,44.44444444444444
El-Erbaniyeh,Baabda,سبنيه,57.142857142857146,سبنيه,El إربنيه,57.142857142857146,العربانية,El إربنيه,50.0,المريجه,El إربنيه,42.857142857142854
El-Kalaa,Baabda,القلعه,54.54545454545455,القلعه,El قلعة,54.54545454545455,الحدث قبلي,El قلا,42.857142857142854,الفياضية,El كالا,40.0
El-Khreibé,Baabda,المريجه,46.15384615384615,المريجه,El خريبه,46.15384615384615,العربانية,El خريبي,40.0,الحدث قبلي,El خريبي,37.5
El-Kneissé,Baabda,الشياح حي الكنيسة,58.8235294117647,الشياح حي الكنيسة,El كنيس,58.8235294117647,سبنيه,El كنيسه,46.15384615384615,حارة حريك حي الكنيسة,El كنيس,45.45454545454545
El Halaliyeh,Baabda,الهلالية,66.66666666666666,الهلالية,El هلاليه,66.66666666666666,المريجه,El هلاليه,50.0,الحدث شمالي,El هلاليه,44.44444444444444
Forn El-Chobbek,Baabda,حارة حريك قرانوح,44.44444444444444,حارة حريك قرانوح,فرن El شبيك,44.44444444444444,الشياح حي كرم الزيتون,فرن El شباك,40.0,الغبيري بئر حسن,فرن El شبيك,38.46153846153846
Ghbayreh,Baabda,الغبيري حي الجامع,62.5,الغبيري حي الجامع,غبيريه,62.5,سبنيه,غبيره,60.0,المريجه,غبيريه,54.54545454545455
Hadace,Baabda,الحدث قبلي,50.0,الحدث قبلي,حدسي,50.0,الحدث شمالي,حدسي,46.15384615384615,سبنيه,حدسي,44.44444444444444
Hazmiyeh,Baabda,المريجه,61.53846153846154,المريجه,حازميه,61.53846153846154,الحدث شمالي,حزميه,42.857142857142854,تحويطة النهر,حزميه,40.0
Louaizé,Baabda,الفياضية,50.0,الفياضية,ليزي,50.0,الهلالية,ليز,44.44444444444444,المريجه,ليز,40.0
Mazraet-el-Mzeiraa,Baabda,برج البراجنة حي المنشية,43.75,برج البراجنة حي المنشية,مزراية el مزيرعة,43.75,دير مار الياس الكحلونية,مزرية el مزيرا,42.42424242424242,الشياح حي الكنيسة,مزرية el مذيرا,41.666666666666664
Aïn-el-Assad et Chmeicé,Chouf,عين الاسد والشميس,70.58823529411765,عين الاسد والشميس,عين el اساد اط شميك,70.58823529411765,عين الحور,عين el أسد ات شميكه,60.0,شحيم حي الوسطاني,عين el السد اية شميك,50.0
Bkhchtaine,Chouf,بقعاتا,46.15384615384615,بقعاتا,بخشتاين,46.15384615384615,شحيم حي الوسطاني,بخشتيني,44.44444444444444,الدبية,بخشتين,40.0
Bkifa,Chouf,الدبية,66.66666666666666,الدبية,بكيفة,66.66666666666666,الكنيسة,بكيفة,60.0,الكحلونية,بكيفة,50.0
Chemaarine,Chouf,السمقانية,61.53846153846154,السمقانية,شمارني,61.53846153846154,المغيريه,شمارينه,61.53846153846154,شحيم حي الوسطاني,شمارني,58.8235294117647
Dardourite,Chouf,دير دوريت,57.142857142857146,دير دوريت,دردرة,57.142857142857146,وادي دير دوريت,دردرة,57.142857142857146,الفواره,ضردورته,50.0
Debbiyeh,Chouf,الدبية,75.0,الدبية,دبيه,75.0,جباع,ضبياه,44.44444444444444,شحيم حي البيادر,ضبيح,42.857142857142854
Debbiyeh (Ain el Haour),Chouf,الدبية,26.086956521739125,الدبية,دبيه (Ain el Haour),26.086956521739125,وادي دير دوريت,دبيه (Ain el Haour),24.24242424242425,المحتقره دير المخلص,دبيه (Ain el Haour),22.22222222222223
Deir  El-Moukhalles Ech-Chouf,Chouf,المحتقره دير المخلص,69.56521739130434,المحتقره دير المخلص,دير El مخلص اش شوف,69.56521739130434,جديدة الشوف,دير El مخلص اش شوف,50.0,دير دوريت,دير El مخلص اش شوف,50.0
Douair Bsennaï,Chouf,المحتقره دير المخلص,60.0,المحتقره دير المخلص,دير بسن,60.0,دير دوريت,دير بسن,60.0,وادي دير دوريت,دير بسن,60.0
El-Bkaya,Chouf,بقعاتا,57.142857142857146,بقعاتا,El بقايا,57.142857142857146,الدبية,El بقية,54.54545454545455,الكنيسة,El بكية,50.0
El-Fouara,Chouf,الفواره,61.53846153846154,الفواره,El فوارة,61.53846153846154,بعقلين الفوقا,El فورا,44.44444444444444,حارة بعاصير,El فوارة,42.10526315789474
El-Freidice,Chouf,دير دوريت,44.44444444444444,دير دوريت,El فريديس,44.44444444444444,وادي دير دوريت,El فريديس,44.44444444444444,الدبية,El فرايديك,37.5
El-Jahliyeh,Chouf,الجاهلية,66.66666666666666,الجاهلية,El جاهليه,66.66666666666666,كليليه,El جهلييه,53.333333333333336,المغيريه,El جاهليه,47.05882352941177
El-Jdeidé,Chouf,جديدة الشوف,55.55555555555556,جديدة الشوف,El جديد,55.55555555555556,دير دوريت,El جديدي,47.05882352941177,وادي دير دوريت,El جديدي,47.05882352941177
El-Kahlouniyeh,Chouf,كليليه,62.5,كليليه,El كهلنييه,62.5,الكحلونية,El كهلونيه,58.8235294117647,الناعمه,El كهلنياه,47.05882352941177
El-Khreibé,Chouf,المغيريه,42.857142857142854,المغيريه,El خريبه,42.857142857142854,كليليه,El كهريبي,40.0,وادي دير دوريت,El خرايب,36.36363636363637
El-Kneissé,Chouf,الكنيسة,66.66666666666666,الكنيسة,El كنيس,66.66666666666666,السمقانية,El قنيص,42.857142857142854,الكحلونية,El كنيس,42.857142857142854
El-Moghaïré,Chouf,المغيريه,71.42857142857143,المغيريه,El مغيره,71.42857142857143,مرج برجا,El مغر,42.857142857142854,السمقانية,El مغاير,40.0
El-Moghaïriyeh,Chouf,المغيريه,75.0,المغيريه,El مغعيريه,75.0,الجاهلية,El مجهريه,40.0,كليليه,El مغعيريه,37.5
El-Samkanieh,Chouf,السمقانية,58.8235294117647,السمقانية,El سمكانيه,58.8235294117647,شحيم حي الوسطاني,El سمكانيه,47.61904761904762,الكنيسة,El سمكنيه,42.857142857142854
Ghabet Jaafar,Chouf,حارة بعاصير,57.142857142857146,حارة بعاصير,غابة جعفار,57.142857142857146,الفواره,غبت جافار,50.0,بعقلين الفوقا,غبت جافار,45.45454545454545
Jdael et Kfarhi,Chouf,الفواره,60.0,الفواره,جديل ات كفاره,60.0,المحتقره دير المخلص,جديل ات قفره,55.172413793103445,شحيم حي الشريفة,جديل اية كفرحي,55.172413793103445
Jebah,Chouf,جباع,75.0,جباع,جباه,75.0,الجاهلية,جباه,60.0,الدبية,جبة,57.142857142857146
Kfar Haml,Chouf,الفواره,62.5,الفواره,كفار حامل,62.5,حارة الناعمه,كفار هامل,52.63157894736842,المحتقره دير المخلص,قفر حامل,48.0
Kfar Matta (Klaliyé),Chouf,بقعاتا,33.33333333333333,بقعاتا,قفر ماتا (Klaliyé),33.33333333333333,المحتقره دير المخلص,قفر مت (Klaliyé),32.25806451612904,حارة الناعمه,كفار مت (Klaliyé),29.629629629629633
litige,Chouf,كليليه,54.54545454545455,كليليه,لتيجي,54.54545454545455,الجاهلية,لتجي,50.0,المغيريه,لتيجي,46.15384615384615
Naamat,Chouf,الناعمه,66.66666666666666,الناعمه,نامت,66.66666666666666,بقعاتا,نعمات,54.54545454545455,حارة الناعمه,نعمة,50.0
Wadi Abou Youssef,Chouf,وادي دير دوريت,61.53846153846154,وادي دير دوريت,وادي أبو يصف,61.53846153846154,جديدة الشوف,ودي أب يوسف,50.0,شحيم حي البيادر,ود أبوا يصف,47.61904761904762
Aïn-El-Kach,El Metn,بيت شباب فوقاني,38.46153846153846,بيت شباب فوقاني,عاين El قاش,38.46153846153846,الخنشاره,عاين El كش,33.33333333333333,سن الفيل حي الحرج,أن El كش,33.33333333333333
Baskinta,El Metn,الرابية,54.54545454545455,الرابية,بسكينة,54.54545454545455,سن الفيل حي جسر الباشا,باسكنت,38.095238095238095,المحيدثة,بثكنة,36.36363636363637
Bsifrine et El-Zahriyé,El Metn,سن الفيل حي جسر الباشا,45.16129032258065,سن الفيل حي جسر الباشا,بسفرن ات El ظهري,45.16129032258065,بيت شباب فوقاني,بسفرن ايت El ظهري,43.75,سن الفيل حي الجديد,بسفرن اية El ظهري,42.857142857142854
Deir Tamiche,El Metn,المشرع,54.54545454545455,المشرع,دير تمش,54.54545454545455,الرابية,داير طاميش,47.05882352941177,سد البوشريه,دير تمشي,47.05882352941177
El-Khounchara,El Metn,الخنشاره,66.66666666666666,الخنشاره,El خنشارة,66.66666666666666,مزرعة بنابيل,El خنشارة,38.095238095238095,الرابية,El خنشارة,37.5
El-Machera,El Metn,المشرع,54.54545454545455,المشرع,El مشرة,54.54545454545455,المحيدثة,El مشيرة,42.857142857142854,مزرعة بنابيل,El مشرة,42.10526315789474
El-Mhaidcé,El Metn,المحيدثة,53.333333333333336,المحيدثة,El محيدكي,53.333333333333336,مار شعيا والمزكه,El مهيدكه,32.0,المسقى,El مهيدقي,30.769230769230774
El-Ouyoun,El Metn,بيت شباب فوقاني,27.272727272727266,بيت شباب فوقاني,El عيون,27.272727272727266,سن الفيل حي الحرج,El أين,26.086956521739125,مار شعيا والمزكه,El عيون,26.086956521739125
Haret El-Belleni,El Metn,مزرعة بنابيل,52.17391304347826,مزرعة بنابيل,حرة El بلني,52.17391304347826,الرابية,حرية El باللين,47.61904761904762,الخنشاره,حارة El باللين,45.45454545454545
Hebouss,El Metn,سد البوشريه,46.15384615384615,سد البوشريه,حبوس,46.15384615384615,الرابية,حابس,44.44444444444444,المحيدثة,حبث,44.44444444444444
Majdoub,El Metn,الرابية,40.0,الرابية,ماجدب,40.0,المحيدثة,مجدب,40.0,مار شعيا والمزكه,ماجدوب,27.272727272727266
Mar Abda El-Mchammar,El Metn,مار شعيا والمزكه,54.54545454545455,مار شعيا والمزكه,مار عبدا El مشامر,54.54545454545455,المشرع,مار عبد El مشمر,38.095238095238095,مزرعة بنابيل,مار عبد El مشمر,37.03703703703704
Mar Chaya et Mzakki,El Metn,مار شعيا والمزكه,70.96774193548387,مار شعيا والمزكه,مار شيا ات مزكي,70.96774193548387,بيت شباب فوقاني,مار شي ايت مزقي,53.333333333333336,سن الفيل حي الجديد,مر شاي اية مذكي,48.484848484848484
Mar Roukose et Dahr El-Hossain,El Metn,مار شعيا والمزكه,48.78048780487805,مار شعيا والمزكه,مار روكس اية ضهر El حساين,48.78048780487805,سن الفيل حي جسر الباشا,مار ركس اية ضهر El هسين,44.44444444444444,سن الفيل حي الحرج,مار روكسي ات دحر El هسين,43.90243902439025
Mazraet El-Hadira,El Metn,مزرعة بنابيل,58.8235294117647,مزرعة بنابيل,مزرعة El حاضرة,58.8235294117647,الرابية,مزرية El حاضرا,47.61904761904762,المشرع,مزرعة El حاضرة,40.0
Mkallesse,El Metn,المسقى,50.0,المسقى,مكلس,50.0,سد البوشريه,مكاليس,47.05882352941177,الرابية,مكاليس,46.15384615384615
Zeghrine,El Metn,الرابية,40.0,الرابية,زغرين,40.0,سن الفيل حي الحرج,ظغرني,40.0,الخنشاره,ظغرنه,36.36363636363637
Afka,Jubail,افقا,75.0,افقا,أفقا,75.0,العاقورة - أ,افقة,50.0,العاقورة - م,افقة,50.0
Aïn-El-Ghouaibé,Jubail,عين الغويبة,73.6842105263158,عين الغويبة,عين El غيب,73.6842105263158,عين الدلبة,عين El غايب,57.142857142857146,عين الشلال,عين El غيب,54.54545454545455
Akoura,Jubail,العاقورة - أ,54.54545454545455,العاقورة - أ,أقر,54.54545454545455,افقا,أقرا,50.0,العاقورة - م,عكرة,50.0
Al Kattara,Jubail,دير القطاره,58.8235294117647,دير القطاره,Al قطارة,58.8235294117647,العاقورة - أ,Al قطرة,53.333333333333336,العاقورة - م,Al قطرة,47.05882352941177
Alita,Jubail,الفيدار,54.54545454545455,الفيدار,الات,54.54545454545455,افقا,الات,50.0,الريحانة,الات,50.0
Arab El-Haibe,Jubail,العاقورة - أ,47.61904761904762,العاقورة - أ,عارب El حيب,47.61904761904762,العاقورة - م,عارب El هيب,47.61904761904762,المزاريب,اراب El هيب,47.05882352941177
Bakhaase,Jubail,بخعاز,66.66666666666666,بخعاز,بخاص,66.66666666666666,المنصف,بخاص,40.0,بنتاعل,بخاص,40.0
Belhos,Jubail,المنصف,54.54545454545455,المنصف,بالحص,54.54545454545455,بنتاعل,بالحس,54.54545454545455,الجليسه,بالحس,50.0
Berket Hejoula,Jubail,بنتاعل,42.857142857142854,بنتاعل,بركت حجل,42.857142857142854,كفر مسحون,بركة حجولا,42.10526315789474,الريحانة,بركة حجلة,40.0
Bintaél (Fdar-El-Soufla),Jubail,بنتاعل,35.71428571428571,بنتاعل,بنتال (Fdar El Soufla),35.71428571428571,العاقورة - أ,بنتال (Fdar El Soufla),23.529411764705884,عنايا وكفربعال,بنتال (Fdar El Soufla),22.22222222222223
Breige,Jubail,عين الغويبة,42.857142857142854,عين الغويبة,بريغي,42.857142857142854,الجليسه,بريجي,40.0,الريحانة,بريج,40.0
Deir Mar Sarkis,Jubail,دير القطاره,58.333333333333336,دير القطاره,دير مار ساركس,58.333333333333336,مزرعة السياد,ضاير مر سركيس,52.17391304347826,العاقورة - م,دير مر ساركس,45.45454545454545
El-Jlaicé,Jubail,الجليسه,61.53846153846154,الجليسه,El جليكه,61.53846153846154,المزاريب,El جلايكي,35.294117647058826,عين الشلال,El جلايكي,35.294117647058826
El-Kfoune,Jubail,كفر مسحون,50.0,كفر مسحون,El كفون,50.0,عين الغويبة,El كفوني,35.294117647058826,دملصا,,33.333333333333336
El-Mouncef,Jubail,المنصف,54.54545454545455,المنصف,El منسف,54.54545454545455,كفر مسحون,El مونسف,47.05882352941177,المزاريب,El منكيف,28.57142857142857
El-Rihané,Jubail,الريحانة,46.15384615384615,الريحانة,El رهان,46.15384615384615,دير القطاره,El رهن,40.0,قرطبا الشمالية,El رهان,31.578947368421055
Hboub,Jubail,عين الشلال,40.0,عين الشلال,,40.0,عين الغويبة,حبوب,30.769230769230774,كفر مسحون,حبوب,30.769230769230774
Hedayné,Jubail,عين الدلبة,50.0,عين الدلبة,حدين,50.0,عين الغويبة,هديني,42.857142857142854,الريحانة,حدين,40.0
Jouret-el-Kattine,Jubail,العاقورة - م,47.61904761904762,العاقورة - م,جورة el قطن,47.61904761904762,عين الغويبة,جورة el قطين,43.47826086956522,العاقورة - أ,جورة el قطن,42.10526315789474
Kartaboune,Jubail,كفر مسحون,53.333333333333336,كفر مسحون,كرتبون,53.333333333333336,قرطبا الشمالية,قرطبون,44.44444444444444,الريحانة,كرتبن,36.36363636363637
Kfar-Mashoune et Dmalsa,Jubail,كفر مسحون,59.25925925925926,كفر مسحون,كفر ماشون ات ضملسة,59.25925925925926,قرطبا الشمالية,قفر ماشن ات ضملسة,51.61290322580645,دير القطاره,قفار مشني ات دملص,50.0
Kfar Kaouass,Jubail,كفر مسحون,62.5,كفر مسحون,كفر كوس,62.5,الفيدار,كفار كاوس,50.0,افقا,كفار كاوس,46.15384615384615
Kfarbaal (Annaya),Jubail,عنايا وكفربعال,53.333333333333336,عنايا وكفربعال,كفربعال (Annaya),53.333333333333336,قرطبا الشمالية,قفربال (Annaya),37.03703703703704,الفيدار,كفاربال (Annaya),28.57142857142857
litige,Jubail,الجليسه,60.0,الجليسه,ليتجه,60.0,عين الغويبة,لتيجي,37.5,الفيدار,لتجي,36.36363636363637
Mastita,Jubail,سرعيتا,66.66666666666666,سرعيتا,مستيتا,66.66666666666666,دملصا,ماسطة,40.0,مزرعة السياد,مسطية,40.0
Mechmech,Jubail,دملصا,40.0,دملصا,مشماش,40.0,المزاريب,مشماش,36.36363636363637,المنصف,ماشمش,36.36363636363637
Mehrine,Jubail,المزاريب,66.66666666666666,المزاريب,ماهرين,66.66666666666666,الريحانة,ماهرين,57.142857142857146,المنصف,مهرن,50.0
n.a. (2),Jubail,عنايا وكفربعال,50.0,عنايا وكفربعال,,50.0,عين الدلبة,,50.0,عين الشلال,,50.0
Sarhita,Jubail,الريحانة,60.0,الريحانة,صرحة,60.0,سرعيتا,سرحت,60.0,الفيدار,صارحت,40.0
Sirine,Jubail,سرعيتا,60.0,سرعيتا,سرني,60.0,الريحانة,سيرين,54.54545454545455,عين الغويبة,صيرني,42.857142857142854
Tedmor et Serghal,Jubail,دير القطاره,52.17391304347826,دير القطاره,طدمر اط ثرغل,52.17391304347826,عنايا وكفربعال,تدمور اية صرغال,48.275862068965516,قرطبا الشمالية,طدمر اية ثرغل,48.0
Aïntoura,Kasrouane,القليعات,40.0,القليعات,انتر,40.0,غزير القناة,انتر,40.0,شوان والعبره,انتر,37.5
Boukak El-Dine,Kasrouane,غزير القناة,36.36363636363637,غزير القناة,بقاق El دين,36.36363636363637,غزير المعاملتين,بكاك El دين,33.33333333333333,السهيله,بكاك El دينه,31.578947368421055
Deir Baklouche,Kasrouane,النموره وكفر جريف,44.44444444444444,النموره وكفر جريف,دير بكلوشه,44.44444444444444,القليعات,دير بقلش,42.857142857142854,غزير القناة,دير بكلش,42.10526315789474
Djounié Salel Alma,Kasrouane,ساحل علما,66.66666666666666,ساحل علما,دجن سلل علما,66.66666666666666,القليعات,جني ثلل علما,50.0,النموره وكفر جريف,جني سلل المة,48.275862068965516
Djounié Sarba,Kasrouane,النموره وكفر جريف,43.47826086956522,النموره وكفر جريف,جنيه صرب,43.47826086956522,شوان والعبره,جون صرب,42.10526315789474,غزير القناة,جني صربا,35.294117647058826
El-Abri et Chouan,Kasrouane,شوان والعبره,69.23076923076923,شوان والعبره,El عبر ات شوان,69.23076923076923,غزير المعاملتين,El أبر ات شؤن,38.46153846153846,النموره وكفر جريف,El ابري اية شون,37.5
El-Kleiyate,Kasrouane,القليعات,57.142857142857146,القليعات,El كليات,57.142857142857146,السهيله,El كليته,40.0,غزير المعاملتين,El كليتي,38.095238095238095
El-Mghaer,Kasrouane,غزير القناة,44.44444444444444,غزير القناة,El مغير,44.44444444444444,غزير المعاملتين,El مغاير,38.095238095238095,ساحل علما,El مغاير,35.294117647058826
Jouret Mhad,Kasrouane,النموره وكفر جريف,52.17391304347826,النموره وكفر جريف,جريت مهد,52.17391304347826,غزير المعاملتين,جرت مهاد,38.095238095238095,ساحل علما,جرت مهاد,35.294117647058826
Kharayeb Nahr Ibrahim,Kasrouane,النموره وكفر جريف,51.61290322580645,النموره وكفر جريف,خريب نهر ابرهم,51.61290322580645,غزير القناة,خريب ناهر ابرهيم,40.0,غزير المعاملتين,خرايب نهر ابرهم,40.0
litige,Kasrouane,القليعات,54.54545454545455,القليعات,ليتجه,54.54545454545455,السهيله,ليتجه,50.0,غزير المعاملتين,لتيجي,40.0
Mazraet El-Ras,Kasrouane,غزير المعاملتين,40.0,غزير المعاملتين,مزراية El رص,40.0,ساحل علما,مزراية El رس,38.095238095238095,غزير القناة,مزراية El رص,38.095238095238095
Mazraet Mrah el-Mir,Kasrouane,النموره وكفر جريف,51.61290322580645,النموره وكفر جريف,مذرية مره el مير,51.61290322580645,غزير المعاملتين,مازرعت مراه el مير,45.16129032258065,غزير القناة,مزراية مراه el مير,41.37931034482759
Mouchaa Kesrouan (Faraya),Kasrouane,شوان والعبره,37.5,شوان والعبره,موشا كسروان (Faraya),37.5,ساحل علما,مشا كسروان (Faraya),35.71428571428571,غزير المعاملتين,مشا قيصرون (Faraya),31.25
Mouchaa Kesrouan (Kfardebian),Kasrouane,شوان والعبره,33.33333333333333,شوان والعبره,موشا كسروان (Kfardebian),33.33333333333333,ساحل علما,مشا كسروان (Kfardebian),31.25,غزير المعاملتين,مشا قيصرون (Kfardebian),27.77777777777777
n.a. (3),Kasrouane,غزير القناة,50.0,غزير القناة,,50.0,شوان والعبره,,40.0,النموره وكفر جريف,,33.333333333333336
Nammoura et Kfar Jerif,Kasrouane,النموره وكفر جريف,62.5,النموره وكفر جريف,نمر ات كفر جريف,62.5,غزير القناة,نمرة ات قفر جيرف,48.0,غزير المعاملتين,نمر ات كفار جيرف,34.48275862068965
Souhailet El-Faouka,Kasrouane,السهيله,47.05882352941177,السهيله,سهيلة El فوق,47.05882352941177,ساحل علما,سحيلة El فوكا,45.45454545454545,النموره وكفر جريف,صوهيلت El فوك,42.857142857142854
Wata Salam,Kasrouane,ساحل علما,58.8235294117647,ساحل علما,وتا سالم,58.8235294117647,القليعات,وت سلام,46.15384615384615,النموره وكفر جريف,وت سالم,41.666666666666664
