,English Name,Arabic Name,Column2,Column3
0,Aaouainat,,Akkar,Akkar
1,Aidamoun shikhlar,,Akkar,Akkar
2,Aïn-Yacoub,عين يعقوب,Akkar,Akkar
3,Aïn El-Zeit,عين الزيت,Akkar,Akkar
4,Aïn Tanta,عين تنتا,Akkar,Akkar
5,Akkar El-Atika,,Akkar,Akkar
6,Akroum,اكروم,Akkar,Akkar
7,Al-Abboudié,العبده,Akkar,Akkar
8,Al-Amara,,Akkar,Akkar
9,Al-Hissa,,Akkar,Akkar
10,Al-Jédidé,,Akkar,Akkar
11,Al-Kharnoubé,الخرنوب,Akkar,Akkar
12,Al-Khraibé,الخريبه,Akkar,Akkar
13,Al-Khraibé (Kousha),,Akkar,Akkar
14,Al-Kleiat,,Akkar,Akkar
15,Al-Kneissé,الكنيسه,Akkar,Akkar
16,Al-Massoudié,,Akkar,Akkar
17,Al-Mehamra,المحمرة,Akkar,Akkar
18,Al-Moukaiteh,,Akkar,Akkar
19,Al-Mouzeihmé,صيدا حي مار نقولا,Akkar,Akkar
20,Al-Rihanié,الريحان,Akkar,Akkar
21,Al-Roumoul,,Akkar,Akkar
22,Al-Sammounié,,Akkar,Akkar
23,Al-Semmakié,,Akkar,Akkar
24,Al-Semmakli,,Akkar,Akkar
25,Al-Souaissé,,Akkar,Akkar
26,Al-Zoureiribe,,Akkar,Akkar
27,Al Moghrak,,Akkar,Akkar
28,Andeket,عندقت,Akkar,Akkar
29,Arida,,Akkar,Akkar
30,Arka,عرقا,Akkar,Akkar
31,Barbara,,Akkar,Akkar
32,Barcha,,Akkar,Akkar
33,Bazbina,بزبينا,Akkar,Akkar
34,Bebnine,ببنين,Akkar,Akkar
35,Beino,بينو,Akkar,Akkar
36,Beit-El-Haouche,بيت الحوش,Akkar,Akkar
37,Beit-Ghattas,بيت غطاس,Akkar,Akkar
38,Beit Ayoub,,Akkar,Akkar
39,Beit Mallat,بيت ملات,Akkar,Akkar
40,Beit Younes,بيت يونس,Akkar,Akkar
41,Berkayel,برقايل,Akkar,Akkar
42,Bkarzala,بقرزلا,Akkar,Akkar
43,Bzal,بزال,Akkar,Akkar
44,Chakdouf,,Akkar,Akkar
45,Chane,شان,Akkar,Akkar
46,Charbila,شربيلا,Akkar,Akkar
47,Cheikh Mohamed,,Akkar,Akkar
48,Cheikh Taba Montagne,,Akkar,Akkar
49,Cheikh Taba Plaine,,Akkar,Akkar
50,Cheikh Zennad Tal Bibé,,Akkar,Akkar
51,Cheir Homeirine,,Akkar,Akkar
52,Chikhlar,شيخلار,Akkar,Akkar
53,Dabbabiyé Charkié,,Akkar,Akkar
54,Dahr-Leyciné,,Akkar,Akkar
55,Dahr el-Kneissé,,Akkar,Akkar
56,Dahr Haddara,,Akkar,Akkar
57,Danbou,,Akkar,Akkar
58,Daoucé et Baghdadi,,Akkar,Akkar
59,Daoura,,Akkar,Akkar
60,Dayret Nahr El-Kébir,,Akkar,Akkar
61,Deir-Daloum,دير دلوم,Akkar,Akkar
62,Deir-Janine,دير جنين,Akkar,Akkar
63,Deirine,,Akkar,Akkar
64,Denké et El-Amriyeh,,Akkar,Akkar
65,Douair Adouiyé,دوير عدويه,Akkar,Akkar
66,Edbel,عدبل,Akkar,Akkar
67,El-Armeh,,Akkar,Akkar
68,El-Bardé,,Akkar,Akkar
69,El-Biré,البيره,Akkar,Akkar
70,El-Borge,البرج,Akkar,Akkar
71,El-Daghlé,الدغلي,Akkar,Akkar
72,El-Ghozaili,,Akkar,Akkar
73,El-Haouchab,,Akkar,Akkar
74,El-Hed,الهد,Akkar,Akkar
75,El-Houaïche,الحوش,Akkar,Akkar
76,El-Kantara,,Akkar,Akkar
77,El-Karkaf,القرقف,Akkar,Akkar
78,El-Kneissé,,Akkar,Akkar
79,El-Korné,,Akkar,Akkar
80,El-Kouachra,,Akkar,Akkar
81,El-Koubayet,القبيات,Akkar,Akkar
82,El-Kousseir,القصير,Akkar,Akkar
83,El-Krayat,القريات,Akkar,Akkar
84,El-Msallé,,Akkar,Akkar
85,El-Nfeicé,,Akkar,Akkar
86,El-Tleil,التليل,Akkar,Akkar
87,ElAyoune,العين,Akkar,Akkar
88,Eyoune-El-Ghouzlane,عيون الغزلان,Akkar,Akkar
89,Fneidek,فنيدق,Akkar,Akkar
90,Freidice,فريديس,Akkar,Akkar
91,Fseikine et Aïn Achma,,Akkar,Akkar
92,Habchite,حبشيت,Akkar,Akkar
93,Halba,حلبا,Akkar,Akkar
94,Harare,حرار,Akkar,Akkar
95,Haytla,هيتلا,Akkar,Akkar
96,Hayzouk,حيزوق,Akkar,Akkar
97,Hekr el Dahiri,حكر الضاهري,Akkar,Akkar
98,Hmais,حميص,Akkar,Akkar
99,Hnaïder,حنيدر,Akkar,Akkar
100,Homeira,,Akkar,Akkar
101,Iate,,Akkar,Akkar
102,Ilate,ايلات,Akkar,Akkar
103,Janine,,Akkar,Akkar
104,Jebrâil,جبرايل,Akkar,Akkar
105,Jedeidet-El-Kayteh,,Akkar,Akkar
106,Jouret Srar,,Akkar,Akkar
107,Kaabarine,,Akkar,Akkar
108,Kachlak,قشلق,Akkar,Akkar
109,Kafr Malka,,Akkar,Akkar
110,Karem-Asfour-El-Nahrieh,,Akkar,Akkar
111,Katté,,Akkar,Akkar
112,Kboula,قبولا,Akkar,Akkar
113,Kefr El-Ftouh,كفر الفتوح,Akkar,Akkar
114,Kfar Harra,,Akkar,Akkar
115,Kfarnoune,كفرنون,Akkar,Akkar
116,Kfartun,كفرتون,Akkar,Akkar
117,Khalsa,,Akkar,Akkar
118,Kherbet Char,خربة شار,Akkar,Akkar
119,Kherbet Daoud,,Akkar,Akkar
120,Khirbet Er Remmane,,Akkar,Akkar
121,Khreibet Aakkar,,Akkar,Akkar
122,Kloud El-Bakia,قلود الباقية,Akkar,Akkar
123,Kobbet Bchamra,قبة بشمرا,Akkar,Akkar
124,Koueikhat,كويخات,Akkar,Akkar
125,Kroum Arabe,كروم عرب,Akkar,Akkar
126,litige,,Akkar,Akkar
127,Machha,مشحا,Akkar,Akkar
128,Machta Hammoud,مشتى حمود,Akkar,Akkar
129,Machta Hassan,مشتى حسن,Akkar,Akkar
130,Majdel,,Akkar,Akkar
131,Majdla,مجدلا,Akkar,Akkar
132,Mar Touma,مار توما,Akkar,Akkar
133,Mazraat Baldé,مزرعة بلده,Akkar,Akkar
134,Mazraet-El-Nahrieh,,Akkar,Akkar
135,Mechaïlha Hakour,,Akkar,Akkar
136,Merlayet Melhem,,Akkar,Akkar
137,Michmiche,,Akkar,Akkar
138,Mimnih,,Akkar,Akkar
139,Minyara,,Akkar,Akkar
140,Mounjez,منجز,Akkar,Akkar
141,Mqaibleh,,Akkar,Akkar
142,Noura El-Faouka et Tahta,,Akkar,Akkar
143,Omar el-Beikate,عمار البيكات,Akkar,Akkar
144,Ouadi El-Jamous,,Akkar,Akkar
145,Ouadi Khaled,,Akkar,Akkar
146,Qabbait,قبعيت,Akkar,Akkar
147,Qarha,,Akkar,Akkar
148,Rahbé,رحبه,Akkar,Akkar
149,Rmah,رماح,Akkar,Akkar
150,Saadine,سعدين,Akkar,Akkar
151,Sadaka,,Akkar,Akkar
152,Safiné-El-Kayteh,,Akkar,Akkar
153,Saïdnaya,,Akkar,Akkar
154,Saïssouk,سيسوق,Akkar,Akkar
155,Sfeinite El-Dreibe,سفينة الدريب,Akkar,Akkar
156,Shadra,,Akkar,Akkar
157,Sindianet Zeidan,,Akkar,Akkar
158,Srar,سرار,Akkar,Akkar
159,Tal Abbas El-Charkié,,Akkar,Akkar
160,Tal Abbas El-gharbié,,Akkar,Akkar
161,Tal Biré,تلبيره,Akkar,Akkar
162,Tal Homeira,,Akkar,Akkar
163,Tal Kerri,,Akkar,Akkar
164,Tal Sibhel,,Akkar,Akkar
165,Tellé et Chattaha,,Akkar,Akkar
166,Tikrite,تكريت,Akkar,Akkar
167,Tshea,,Akkar,Akkar
168,Wadi el-Haour,وادي الحور,Akkar,Akkar
169,Zouk-El-Habalça,,Akkar,Akkar
170,Zouk-El-Hosmieh et Dahr Ayasse,,Akkar,Akkar
171,Zouk el Moukachérine,زوق المقشرين,Akkar,Akkar
172,Al-Rihanié,الريحان,Minieh-Danieh,Akkar
173,Addous,,Baalbeck,Baalbak - Hermel
174,Aïn Bourday,عين بورضاي,Baalbeck,Baalbak - Hermel
175,Aïn El-Beniyé,,Baalbeck,Baalbak - Hermel
176,Aïn El-Jaouzé,,Baalbeck,Baalbak - Hermel
177,Aïn Séa et Chadourah,,Baalbeck,Baalbak - Hermel
178,Aïnata,عيناتا,Baalbeck,Baalbak - Hermel
179,Al-Aïne,,Baalbeck,Baalbak - Hermel
180,Al-Fakiat,,Baalbeck,Baalbak - Hermel
181,Al-Khodré,,Baalbeck,Baalbak - Hermel
182,Al-Labouat,اللبوة,Baalbeck,Baalbak - Hermel
183,Al-Nabi Chite,,Baalbeck,Baalbak - Hermel
184,Al-Nabi Osman,النبي عثمان,Baalbeck,Baalbak - Hermel
185,Al-Qa Bayoun,,Baalbeck,Baalbak - Hermel
186,Al-Qa El-Benjakie,,Baalbeck,Baalbak - Hermel
187,Al-Qa Jouar Mekie,,Baalbeck,Baalbak - Hermel
188,Al-Qa Wadi El-Khanzir,,Baalbeck,Baalbak - Hermel
189,Al-Saïdat,,Baalbeck,Baalbak - Hermel
190,Al-Taybat,,Baalbeck,Baalbak - Hermel
191,Arsale,,Baalbeck,Baalbak - Hermel
192,Baalbek,,Baalbeck,Baalbak - Hermel
193,Bachwat,بشوات,Baalbeck,Baalbak - Hermel
194,Bait Chama,بيت شاما,Baalbeck,Baalbak - Hermel
195,Barka,,Baalbeck,Baalbak - Hermel
196,Bednayel,بدنايل,Baalbeck,Baalbak - Hermel
197,Bouday,بوداي,Baalbeck,Baalbak - Hermel
198,Brital,,Baalbeck,Baalbak - Hermel
199,Btédy,,Baalbeck,Baalbak - Hermel
200,Chaat,,Baalbeck,Baalbak - Hermel
201,Chaïbé,,Baalbeck,Baalbak - Hermel
202,Chemistar,,Baalbeck,Baalbak - Hermel
203,Chlifa,شليفا,Baalbeck,Baalbak - Hermel
204,Conflict,,Baalbeck,Baalbak - Hermel
205,Couvent St Maron,,Baalbeck,Baalbak - Hermel
206,Dair El-Ahmar,دير الاحمر,Baalbeck,Baalbak - Hermel
207,Dar El-Ouassia,,Baalbeck,Baalbak - Hermel
208,Douress,,Baalbeck,Baalbak - Hermel
209,El-Ram,الرام,Baalbeck,Baalbak - Hermel
210,Haddet,,Baalbeck,Baalbak - Hermel
211,Ham,حام,Baalbeck,Baalbak - Hermel
212,Haouch el Nabi,حوش النبي,Baalbeck,Baalbak - Hermel
213,Haouche Al-Sonaid,,Baalbeck,Baalbak - Hermel
214,Haouche Barada,حوش بردى,Baalbeck,Baalbak - Hermel
215,Haouche El-Dahab,,Baalbeck,Baalbak - Hermel
216,Haouche el-Rafika,,Baalbeck,Baalbak - Hermel
217,Haouche El-Tal Safyat,,Baalbeck,Baalbak - Hermel
218,Harbta,حربتا,Baalbeck,Baalbak - Hermel
219,Hizzine,حزين,Baalbeck,Baalbak - Hermel
220,Hourtala,,Baalbeck,Baalbak - Hermel
221,Jabba,,Baalbeck,Baalbak - Hermel
222,Jaboulé et Al-Bijage,,Baalbeck,Baalbak - Hermel
223,Jenta,,Baalbeck,Baalbak - Hermel
224,Karha,قرحا,Baalbeck,Baalbak - Hermel
225,Kfar Dabache,,Baalbeck,Baalbak - Hermel
226,Kfardan,كفردان,Baalbeck,Baalbak - Hermel
227,Khreibé,,Baalbeck,Baalbak - Hermel
228,Knaissat,,Baalbeck,Baalbak - Hermel
229,Ksarnaba,قصرنبا,Baalbeck,Baalbak - Hermel
230,litige,,Baalbeck,Baalbak - Hermel
231,Maaraboun,معربون,Baalbeck,Baalbak - Hermel
232,Majdeloun,مجدلون,Baalbeck,Baalbak - Hermel
233,Maqné,مقنه,Baalbeck,Baalbak - Hermel
234,Mazraet Beit Mcheik,,Baalbeck,Baalbak - Hermel
235,Mikrak,مقراق,Baalbeck,Baalbak - Hermel
236,Misraya,,Baalbeck,Baalbak - Hermel
237,Nabha,,Baalbeck,Baalbak - Hermel
238,Nabi Sbate,,Baalbeck,Baalbak - Hermel
239,Nahlé,نحله,Baalbeck,Baalbak - Hermel
240,Oummouchki,,Baalbeck,Baalbak - Hermel
241,Ras Baalbek El-Charki,,Baalbeck,Baalbak - Hermel
242,Ras Baalbek El-Sahl,,Baalbeck,Baalbak - Hermel
243,Riha,ريحا,Baalbeck,Baalbak - Hermel
244,Sbouba,,Baalbeck,Baalbak - Hermel
245,Serraaine El Faouka,,Baalbeck,Baalbak - Hermel
246,Serraaine El Tahta,سرعين التحتا,Baalbeck,Baalbak - Hermel
247,Slouky,,Baalbeck,Baalbak - Hermel
248,Talia,طليا,Baalbeck,Baalbak - Hermel
249,Tamnine-el-Fauqa,تمنين الفوقا,Baalbeck,Baalbak - Hermel
250,Tamnine El-Tahta,تمنين التحتا,Baalbeck,Baalbak - Hermel
251,Taraya,,Baalbeck,Baalbak - Hermel
252,Tfeil,طفيل,Baalbeck,Baalbak - Hermel
253,Yahfoufa,يحفوفا,Baalbeck,Baalbak - Hermel
254,Yamouné,,Baalbeck,Baalbak - Hermel
255,Yât,,Baalbeck,Baalbak - Hermel
256,Younine,,Baalbeck,Baalbak - Hermel
257,Zaboud,زبود,Baalbeck,Baalbak - Hermel
258,Al-Kharayeb,الخرايب,Hermel,Baalbak - Hermel
259,Conflict,,Hermel,Baalbak - Hermel
260,El-Méaisseri,,Hermel,Baalbak - Hermel
261,Halbata,حلبتا,Hermel,Baalbak - Hermel
262,Hermel,,Hermel,Baalbak - Hermel
263,Hermel Charbine,,Hermel,Baalbak - Hermel
264,Hermel Djebab,,Hermel,Baalbak - Hermel
265,Hermel Zighrine,,Hermel,Baalbak - Hermel
266,Michaa Mrajhiné,,Hermel,Baalbak - Hermel
267,Ouadi El-Osse,,Hermel,Baalbak - Hermel
268,Ouadi Faara,,Hermel,Baalbak - Hermel
269,Ras-Baalbek - Wadi Faara,,Hermel,Baalbak - Hermel
270,Ras Baalbek El-Gharbi,,Hermel,Baalbak - Hermel
271,Achrafieh,الاشرفية,Beirut,Beirut
272,Ain el-Mreissé,,Beirut,Beirut
273,Bachoura,الباشورة,Beirut,Beirut
274,Beirut Central District,,Beirut,Beirut
275,Mazraa,,Beirut,Beirut
276,Medawar,,Beirut,Beirut
277,Minet el-Hosn,ميناء الحصن,Beirut,Beirut
278,Moussaytbeh,,Beirut,Beirut
279,Port,,Beirut,Beirut
280,Ras Beyrouth,رأس بيروت,Beirut,Beirut
281,Remeil,الرميل,Beirut,Beirut
282,Saifé,,Beirut,Beirut
